序號,主管機關文件代碼,補習班中文名稱,補習班中文住址,電話,立案日期,立案文號,教室數,教室面積,班舍總面積
2108,5485,臺北市私立湘子荳文理技藝短期補習班,112北投區中央北路2段42巷11弄10號1樓,910677427,2006/1/1,9530241300,3,43.9,113.21
2109,5482,台灣知識庫股份有限公司附設臺北市私立大碩文理短期補習班開封一分班,100中正區開封街1段32號7樓,23314924,2006/1/1,9530347400,1,192.3,195.6
2110,5481,臺北市私立傑揚文理短期補習班,108萬華區和平西路3段334號1樓,23083978,2006/1/1,北市教社字第09530347100號,2,38,72.14
2111,5477,茂榞科技股份有限公司附設臺北市私立以馬內利語文短期補習班仁愛分班,106大安區仁愛路4段306號地下1樓,27544223,2006/1/1,(95)北市教社字第09530116900號,9,234.89,472.9
2112,5475,臺北市私立佑威文理短期補習班,111士林區福港街229號1樓、福港街223號1樓,28838273,2006/1/1,北市教社字第09530152600號,4,59.25,156.33
2113,5471,臺北市私立恩貝亞美語短期補習班,114內湖區金湖路179號2樓,27916484,2006/1/1,北市教六字第09530332110號,4,91.57,102.96
2114,5462,心源管理顧問有限公司附設臺北市私立心源文理語文短期補習班,105松山區基隆路1段10號2樓,66008811#182,2006/1/1,9530155800,1,134.91,180.33
2115,5459,台灣知識庫股份有限公司附設臺北巿私立數位學堂文理短期補習班,100中正區開封街1段32號3樓、5樓之1,23314924,2005/12/30,9440012000,2,227.19,246.25
2116,5454,何嘉仁文教事業股份有限公司附設臺北市私立智仁文理短期補習班,104中山區民權東路2段107號4樓、7樓,25928378,2006/1/1,北市教社字第09439739900號,29,829.79,1883.58
2117,5451,智基科技開發股份有限公司附設臺北市私立志光法商短期補習班,100中正區開封街1段37號2樓,02-23610303,2006/1/1,北市教社字第09439775400號,1,84.62,185.02
2118,5448,育恩文理補習班,114內湖區港華街42號1樓,87978770,2006/1/1,北市教六字第09439866900號,3,40.56,96.98
2119,5447,吉耐爾國際有限公司附設臺北市私立吉耐爾寶石鑑定短期補習班,105松山區南京東路3段270號3樓之1,27719391,2006/12/1,北市教社字第09439775600號,1,72.03,129.92
2120,5444,臺北市私立新藝澍美術文理短期補習班,114內湖區成功路4段61巷39號1樓,27919155,2006/12/1,北市教社字第09439655900號,3,60.01,98.55
2121,5443,台灣知識庫股份有限公司附設臺北市私立龍門文理短期補習班,100中正區開封街1段32號5樓、7樓之1,23314924,2006/1/1,9439701200,2,261.67,267.92
2122,5441,臺北市私立車參芬文理短期補習班,105松山區八德路3段193號2樓,25786180,2006/1/1,9439571300,4,54.5,96.28
2123,5439,臺北市私立耀登數學文理短期補習班,112北投區中和街32號2樓、中和街28號5樓之3,28934332,2006/1/1,北市教社字第09439597800號,5,98.87,167.681
2124,5438,臺北市私立友喬文理短期補習班,104中山區長春路220號2樓,25066006,2006/1/1,9439542800,5,104.49,190.49
2125,5437,雲門國際事業股份有限公司附設臺北市私立石牌舞蹈短期補習班,112北投區石牌路2段99巷9號2樓、3樓,28203202,2005/12/1,(94)北市教終字第09439577400號,6,273.72,453.34
2126,5434,臺北市私立小康熙文理電腦短期補習班,105松山區八德路2段437巷6弄2號1樓,(02)2775-2659,2005/12/1,9439697000,4,56.93,126.99
2127,5431,臺北市私立文丞文理短期補習班,116文山區景中街1號4樓,(02)8935-1887,2005/12/1,9439388200,1,64.87,126.46
2128,5430,臺北市私立柯林頓文理短期補習班,110信義區松德路34號(1、2層)及松德路28號5樓,27234522,2005/12/1,9439391400,5,98.89,164.92
2129,5427,臺北市私立立日心文理短期補習班,112北投區尊賢街302巷31號1樓,28283155,2005/12/1,北市教社字第09439169550號,4,68.24,129.36
2130,5424,巨匠電腦股份有限公司附設臺北市私立巨匠文理短期補習班忠孝分班,106大安區忠孝東路4段169號3樓,(02)8772-3266,2005/12/1,北市教社字第09438875100號,4,77.31,196.5
2131,5420,臺北市私立博陞文理美術短期補習班,110信義區松仁路202巷2弄22號1樓,87898133,2005/12/1,北市教社字第09439063300號,3,56.4,89.42
2132,5419,臺北市私立師恩文理短期補習班,106大安區建國南路1段304巷57號1樓,23415471,2005/12/1,(94)北市教社字第09438861300號,3,36.58,83.65
2133,5417,臺北市私立碩學文理短期補習班第一分班,114內湖區民權東路6段296巷26之1號1樓,26322680,2005/12/1,9439063200,5,73.47,127.86
2134,5415,臺北市私立永進文理短期補習班,112北投區明德路63號、65號1樓,28229955,2005/12/1,9438592900,5,70.69,133.75
2135,5409,臺北市私立普多文理短期補習班,105松山區延壽街330巷20弄7號1樓,27423421,2005/11/1,9438347000,4,79.93,144.96
2136,5408,名星社會責任有限公司附設臺北市私立建名教育文理短期補習班,105松山區富錦街501號1樓,227622069,2005/11/1,9438507100,3,43.94,107.07
2137,5406,臺北市私立山瀨外語短期補習班,111士林區天母東路1之2號5樓,921992383,2005/11/1,9438240500,5,51.59,100.08
2138,5402,大樹國際文化企業股份有限公司附設臺北市私立賦力語文短期補習班,111士林區中山北路6段248號2樓,277557500,2005/11/1,北市教社字第09438160800號,3,63.8,122
2139,5392,臺北市私立高偉文理短期補習班,100中正區北平東路30號3樓,23222860,2005/11/1,北市教社字第09437934600號,3,526.01,723.14
2140,5391,臺北市私立種子花園文理技藝短期補習班,106大安區復興南路2段125巷38號1樓,27017798,2005/11/1,北市教社字第09438008300號,4,54.46,95.4
2141,5390,及幼文化出版股份有限公司附設臺北市私立哥大英語文理短期補習班金山分班,100中正區信義路2段91號3樓之2,23410806,2005/11/1,北市教社字第09438347200號,5,105.41,165.2
2142,5388,臺北市私立好樂集音樂技藝短期補習班,112北投區中央北路1段201號2樓,02-28948800,2005/11/1,(94)北市教社字第09437946100號,3,70.9,140.14
2143,5400,莫札爾特音樂語文短期補習班,103大同區哈密街59巷6號1樓,25994582,2005/10/1,9438082700,1,31.72,72.25
2144,5381,臺北市私立八頭畫室專業美術創作設計升學技藝短期補習班,112北投區中央南路1段114號2樓,28958259,2005/10/31,(94)北市教社字第09437757700號,3,54.6,87.77
2145,5376,語城文化股份有限公司附設臺北市私立語城文理技藝短期補習班敦化分班,105松山區敦化北路4巷13號1樓,02-27319319,2005/10/1,9437460100,3,61.12,111.89
2146,6480,臺北市私立河合松山音樂短期補習班,110信義區松信路230號1樓,02-27663438,2010/1/1,北市教社字第09839335000號,6,42.98,76.3
2147,5359,臺北市私立大誠文理短期補習班,112北投區中正街15號3樓,28969986,2005/10/1,北市教社字第09436900400號,2,61.22,76.68
2148,5353,臺北市私立倍斯特文理短期補習班,111士林區延平北路6段368巷25號1樓,28109428,2005/9/1,北市教六字第09436707800號,1,31.27,79.31
2149,5348,臺北市私立奇奇珠心算文理短期補習班博愛分班,110信義區松德路182號及190號1樓,23456767,2005/9/1,北市教社字第09436900100號,6,92.75,153.35
2150,5341,功學社音樂中心股份有限公司附設臺北市私立衡陽音樂短期補習班第一分班,100中正區博愛路115號6樓,23118701,2005/8/26,9436354800,9,91.08,155.86
2151,5337,臺北市私立甲子園文理短期補習班,110信義區富陽街72巷27號1樓,27352269,2005/9/1,北市教社字第09436372000號,3,39.42,101.83
2152,5333,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班新生分班,106大安區新生南路2段2號4樓,23910808,2005/9/1,北市教社字第09436048500號,4,82.15,143.66
2153,5332,及幼文化出版股份有限公司附設臺北市私立哥大英語短期補習班新生一分班,106大安區新生南路2段2號4樓之2,23910808,2005/9/1,北市教社字第09436048300號,3,47.85,96.25
2154,5328,臺北市私立艾崴語文短期補習班,106大安區和平東路2段297號2樓及6樓,27066958,2005/9/1,(94)北市教社字第09435927000號,7,139.8,216.86
2155,5327,快樂機器人有限公司附設臺北市私立快樂機器人文理技藝短期補習班,110信義區光復南路417號3樓之5,87801719,2005/9/5,9436156100,2,34.51,79.98
2156,5324,臺北市私立水晶文理短期補習班,103大同區延平北路2段278號1樓及278號2樓之1,25535198,2005/8/1,9436257900,4,79.3,168.42
2157,5323,臺北市私立吳限定律文理短期補習班,114內湖區康寧路3段54-8號.54-9號3樓,26307126,2005/8/1,9435968300,4,81.35,128.9
2158,5322,臺北市私立文霖文理短期補習班,115南港區富康街44號1樓,27865680,2005/8/1,北市教社字第09436026700號,2,37.84,88.84
2159,5321,臺北市私立瑋康文理短期補習班,106大安區復興南路2段293之3號7樓,27360266,2005/8/1,(94)北市教六字第09435830100號,3,67.76,121.32
2160,5319,臺北市私立傑生叔叔文理短期補習班,110信義區忠孝東路5段669號2樓,87853459,2005/8/1,北市教社字第0943604200號,4,74.42,143.34
2161,5311,臺北市私立金算家資優心算文理技藝短期補習班,112北投區中央北路1段96號2樓,02-28969969,2005/8/1,北市教社字第09435852000號,2,58.8,101.25
2162,5310,臺北市私立德士特文理短期補習班清江分班,112北投區公舘路217號1樓、215號1樓,28956531,2005/8/1,9435803400,7,136.96,228.04
2163,5307,臺北市私立同文館語文文理短期補習班,100中正區信義路2段91號4樓之4,23937795,2005/8/1,北市教社字第09436018700號,3,49.57,110.04
2164,5306,臺北市私立克奇技藝短期補習班,116文山區景興路202巷11號3樓,89351116,2005/8/1,9435489700,3,80.82,188.77
2165,5305,動感音樂舞蹈補習班,114內湖區成功路4段61巷9弄1號1樓,27922617,2005/8/1,9435623300,2,77.4,143.92
2166,5303,臺北市私立開心文理短期補習班,100中正區信義路2段287號3樓,23963182,2005/8/1,北市教社字第09435634100號,1,93.86,153.35
2167,5301,臺北市私立惠群舞蹈短期補習班,114內湖區港漧路26巷11號1樓,(02)26571512 (02)26571521,2005/8/1,9435642400,1,68.08,109.78
2168,5299,臺北市私立大嘴鳥文理短期補習班,106大安區羅斯福路3段77號2樓,23698770,2005/8/1,9435745100,3,58.74,99.47
2169,5297,臺北市私立楊基文理短期補習班,116文山區景華街3巷6及8號1樓,29333337,2005/8/1,北市教社字第09435347900號,4,94.45,198.5
2170,5293,臺北市私立蘋果巴士語文短期補習班,106大安區和平東路1段216號5樓,23661357,2005/8/1,9435071500,2,40.39,78.34
2171,5287,臺北市私立河岸百合蒙特梭利文理技藝短期補習班,104中山區北安路588巷14號1樓,25332877,2005/7/1,9435457800,3,55.31,120.84
2172,5282,臺北市私立學人文理短期補習班,114內湖區內湖路1段629巷47號1樓,02 2658 6271,2005/7/1,9435198800,1,35.7,71.99
2173,5280,臺北市私立鳳凰信義音樂短期補習班,106大安區信義路2段222號10樓,23919211,2005/7/1,(94)北市教社字第09435161100號,9,73.3,148.78
2174,5276,臺北市私立奇威文理短期補習班,114內湖區大湖山莊街160號1樓,27930977,2005/7/1,9434915000,4,67.51,93.43
2175,5268,臺北市私立內湖諾貝兒文理技藝短期補習班,114內湖區金湖路417及419號3樓；金湖路399號2樓及367巷3弄9號2樓,26330368  26306069,2005/7/1,北市教社字第09434827800號,12,229.91,383.35
2176,5265,臺北市私立勁寶兒語文技藝短期補習班,106大安區復興南路1段76號2樓之1,2711-1077,2005/7/1,第09434528600號,2,57,134.69
2177,5264,亞思國際股份有限公司附設臺北市私立生涯一○○商業短期補習班,105松山區南京東路5段213號8樓之1,27473050,2005/7/1,9434768400,1,179.84,192.53
2178,5262,臺北市私立凱斯文理短期補習班天母分班,111士林區天母西路65之1號1樓、2樓及65之2號1樓,28711838,2005/7/1,9434671400,4,98.16,189.25
2179,5261,臺北市私立圃貝美語短期補習班,116文山區萬和街8號2樓之4,22399411,2005/7/1,9434497200,3,51.3,124.88
2180,5255,臺北市私立清華資優文理短期補習班,114內湖區港墘路75號2樓及77號1樓,27973110,2005/6/1,9434347100,6,121.97,171.24
2181,5254,臺北市私立愛因藝術創作技藝短期補習班,112北投區石牌路1段39巷80弄16號1樓,28282218,2005/6/1,(94)北市教終字第09434528200號,2,40.29,78.21
2182,5253,中國青年救國團附設臺北市私立成長文理技藝短期補習班,116文山區羅斯福路6段136號4樓之1,86633516,2005/6/1,北市教社字第09434134500號,4,153.09,197.08
2183,5251,中國青年救國團附設臺北市私立美姿舞蹈瑜伽技藝短期補習班,116文山區羅斯福路6段136號4樓,86633516,2005/6/1,北市教社字第09434134600號,1,55.24,84.57
2184,5248,臺北市私立巧天才文理短期補習班,111士林區福港街107巷18號2樓及20號2樓,28802380,2005/6/1,9434311800,5,95.65,161.87
2185,5244,長清木柵有限公司附設臺北市私立長清兒童圍棋短期補習班木柵分班,116文山區木新路3段161號(2層),29377807,2005/6/1,北市教六字第094123881400號,5,118.43,194.61
2186,5243,臺北巿私立費爾茲文理短期補習班,114內湖區民權東路6段308號2樓,26333065,2005/6/1,94341201200,3,48.19,103.95
2187,5242,臺北市私立勤育文理短期補習班,114內湖區東湖路113巷56號2樓、2樓之1,26342855,2005/6/1,北市教六字第09434243800號,3,33.33,72.44
2188,5237,創意國際服務有限公司附設臺北市私立摩登美容短期補習班,100中正區忠孝西路1段50號23樓之7、之9,23315105,2005/6/30,9434132500,2,75.84,116.48
2189,5236,臺北市私立紐約蘇荷美術短期補習班,111士林區天母西路50巷20之2號地下1樓,28721366,2005/6/1,北市教六字第09434098500號,2,82.81,192.76
2190,5235,臺北市私立大世紀文理短期補習班,106大安區溫州街24之1號（1層）,23698769,2005/6/1,北市教社字第09434294100號,3,45.58,81.04
2191,5227,臺北市私立仕揚文理短期補習班,111士林區天母東路33號1樓、31號2樓,28715791,2005/5/1,9433643300,4,60.17,193.04
2192,5222,臺北市私立新小學館文理短期補習班,100中正區漢口街1段140、142號2樓,23120259,2005/5/1,(94)北市教社字第09433527700號,3,73.9,118.03
2193,5218,臺北市私立奇奇珠心算文理短期補習班,110信義區松山路287巷12號1樓及10號1樓,27653235,2005/5/1,北市教社字第09433456100號,7,110.99,155.67
2194,5210,臺北市私立思考家文理短期補習班,114內湖區內湖路2段480號1樓及地下1樓,227916412,2005/5/1,9433189400,5,100.1,178.21
2195,5209,臺北市私立冠華文理語文短期補習班,108萬華區貴陽街2段81號3樓,23753358,2005/5/1,北市教社字第09433130400號,4,85.52,146.55
2196,5208,臺北市私立一對一文理短期補習班,111士林區文林路452號4樓,28319067,2005/5/1,9433305200,3,47.46,72.04
2197,5204,臺北市私立毓心文理短期補習班,105松山區八德路3段106巷74號1樓,25787470,2005/5/1,9433275500,3,33.49,76.14
2198,5199,臺北市私立邱老師音樂短期補習班,105松山區民生東路4段112巷7弄22號1樓,27181851,2005/5/1,北市教社字第09432828600號,8,36.35,92.17
2199,5198,臺北市私立高守文理短期補習班,114內湖區康寧路3段16巷33號1樓,26346993,2005/4/1,北市教社字第10230372600號,3,67.64,124.76
2200,5193,臺北市私立康霖語文短期補習班,116文山區景興路91巷21號1樓,02-29345133,2005/4/1,9432623500,2,39.73,83.18
